ƒ‰ƒCƒuƒ‰ƒŠ–¼,Í,ß,“à—e
Pandas,DataFrame,pandas.DataFrame.std,"pandas.DataFrame.std#DataFrame.std(axis=0,skipna=True,ddof=1,numeric_only=False,**kwargs)[source]#Return sample standard deviation over requested axis.Normalized by N-1 by default. This can be changed using the ddof argument.Parameters:axis{index (0), columns (1)}ForSeriesthis parameter is unused and defaults to 0.skipnabool, default TrueExclude NA/null values. If an entire row/column is NA, the result
will be NA.ddofint, default 1Delta Degrees of Freedom. The divisor used in calculations is N - ddof,
where N represents the number of elements.numeric_onlybool, default FalseInclude only float, int, boolean columns. Not implemented for Series.Returns:Series or DataFrame (if level specified)NotesTo have the same behaviour asnumpy.std, useddof=0(instead of the
defaultddof=1)Examples>>>df=pd.DataFrame({'person_id':[0,1,2,3],...'age':[21,25,62,43],...'height':[1.61,1.87,1.49,2.01]}...).set_index('person_id')>>>dfage  heightperson_id0           21    1.611           25    1.872           62    1.493           43    2.01The standard deviation of the columns can be found as follows:>>>df.std()age       18.786076height     0.237417dtype: float64Alternatively,ddof=0can be set to normalize by N instead of N-1:>>>df.std(ddof=0)age       16.269219height     0.205609dtype: float64"
Pandas,DataFrame,pandas.DataFrame.var,"pandas.DataFrame.var#DataFrame.var(axis=0,skipna=True,ddof=1,numeric_only=False,**kwargs)[source]#Return unbiased variance over requested axis.Normalized by N-1 by default. This can be changed using the ddof argument.Parameters:axis{index (0), columns (1)}ForSeriesthis parameter is unused and defaults to 0.skipnabool, default TrueExclude NA/null values. If an entire row/column is NA, the result
will be NA.ddofint, default 1Delta Degrees of Freedom. The divisor used in calculations is N - ddof,
where N represents the number of elements.numeric_onlybool, default FalseInclude only float, int, boolean columns. Not implemented for Series.Returns:Series or DataFrame (if level specified)Examples>>>df=pd.DataFrame({'person_id':[0,1,2,3],...'age':[21,25,62,43],...'height':[1.61,1.87,1.49,2.01]}...).set_index('person_id')>>>dfage  heightperson_id0           21    1.611           25    1.872           62    1.493           43    2.01>>>df.var()age       352.916667height      0.056367dtype: float64Alternatively,ddof=0can be set to normalize by N instead of N-1:>>>df.var(ddof=0)age       264.687500height      0.042275dtype: float64"
Pandas,DataFrame,pandas.DataFrame.nunique,"pandas.DataFrame.nunique#DataFrame.nunique(axis=0,dropna=True)[source]#Count number of distinct elements in specified axis.Return Series with number of distinct elements. Can ignore NaN
values.Parameters:axis{0 or eindexf, 1 or ecolumnsf}, default 0The axis to use. 0 or eindexf for row-wise, 1 or ecolumnsf for
column-wise.dropnabool, default TrueDonft include NaN in the counts.Returns:SeriesSee alsoSeries.nuniqueMethod nunique for Series.DataFrame.countCount non-NA cells for each column or row.Examples>>>df=pd.DataFrame({'A':[4,5,6],'B':[4,1,1]})>>>df.nunique()A    3B    2dtype: int64>>>df.nunique(axis=1)0    11    22    2dtype: int64"
Pandas,DataFrame,pandas.DataFrame.value_counts,"pandas.DataFrame.value_counts#DataFrame.value_counts(subset=None,normalize=False,sort=True,ascending=False,dropna=True)[source]#Return a Series containing the frequency of each distinct row in the Dataframe.Parameters:subsetlabel or list of labels, optionalColumns to use when counting unique combinations.normalizebool, default FalseReturn proportions rather than frequencies.sortbool, default TrueSort by frequencies when True. Sort by DataFrame column values when False.ascendingbool, default FalseSort in ascending order.dropnabool, default TrueDonft include counts of rows that contain NA values.New in version 1.3.0.Returns:SeriesSee alsoSeries.value_countsEquivalent method on Series.NotesThe returned Series will have a MultiIndex with one level per input
column but an Index (non-multi) for a single label. By default, rows
that contain any NA values are omitted from the result. By default,
the resulting Series will be in descending order so that the first
element is the most frequently-occurring row.Examples>>>df=pd.DataFrame({'num_legs':[2,4,4,6],...'num_wings':[2,0,0,0]},...index=['falcon','dog','cat','ant'])>>>dfnum_legs  num_wingsfalcon         2          2dog            4          0cat            4          0ant            6          0>>>df.value_counts()num_legs  num_wings4         0            22         2            16         0            1Name: count, dtype: int64>>>df.value_counts(sort=False)num_legs  num_wings2         2            14         0            26         0            1Name: count, dtype: int64>>>df.value_counts(ascending=True)num_legs  num_wings2         2            16         0            14         0            2Name: count, dtype: int64>>>df.value_counts(normalize=True)num_legs  num_wings4         0            0.502         2            0.256         0            0.25Name: proportion, dtype: float64Withdropnaset toFalsewe can also count rows with NA values.>>>df=pd.DataFrame({'first_name':['John','Anne','John','Beth'],...'middle_name':['Smith',pd.NA,pd.NA,'Louise']})>>>dffirst_name middle_name0       John       Smith1       Anne        <NA>2       John        <NA>3       Beth      Louise>>>df.value_counts()first_name  middle_nameBeth        Louise         1John        Smith          1Name: count, dtype: int64>>>df.value_counts(dropna=False)first_name  middle_nameAnne        NaN            1Beth        Louise         1John        Smith          1NaN            1Name: count, dtype: int64>>>df.value_counts(""first_name"")first_nameJohn    2Anne    1Beth    1Name: count, dtype: int64"
Pandas,DataFrame,pandas.DataFrame.add_prefix,"pandas.DataFrame.add_prefix#DataFrame.add_prefix(prefix,axis=None)[source]#Prefix labels with stringprefix.For Series, the row labels are prefixed.
For DataFrame, the column labels are prefixed.Parameters:prefixstrThe string to add before each label.axis{0 or eindexf, 1 or ecolumnsf, None}, default NoneAxis to add prefix onNew in version 2.0.0.Returns:Series or DataFrameNew Series or DataFrame with updated labels.See alsoSeries.add_suffixSuffix row labels with stringsuffix.DataFrame.add_suffixSuffix column labels with stringsuffix.Examples>>>s=pd.Series([1,2,3,4])>>>s0    11    22    33    4dtype: int64>>>s.add_prefix('item_')item_0    1item_1    2item_2    3item_3    4dtype: int64>>>df=pd.DataFrame({'A':[1,2,3,4],'B':[3,4,5,6]})>>>dfA  B0  1  31  2  42  3  53  4  6>>>df.add_prefix('col_')col_A  col_B0       1       31       2       42       3       53       4       6"
Pandas,DataFrame,pandas.DataFrame.add_suffix,"pandas.DataFrame.add_suffix#DataFrame.add_suffix(suffix,axis=None)[source]#Suffix labels with stringsuffix.For Series, the row labels are suffixed.
For DataFrame, the column labels are suffixed.Parameters:suffixstrThe string to add after each label.axis{0 or eindexf, 1 or ecolumnsf, None}, default NoneAxis to add suffix onNew in version 2.0.0.Returns:Series or DataFrameNew Series or DataFrame with updated labels.See alsoSeries.add_prefixPrefix row labels with stringprefix.DataFrame.add_prefixPrefix column labels with stringprefix.Examples>>>s=pd.Series([1,2,3,4])>>>s0    11    22    33    4dtype: int64>>>s.add_suffix('_item')0_item    11_item    22_item    33_item    4dtype: int64>>>df=pd.DataFrame({'A':[1,2,3,4],'B':[3,4,5,6]})>>>dfA  B0  1  31  2  42  3  53  4  6>>>df.add_suffix('_col')A_col  B_col0       1       31       2       42       3       53       4       6"
Pandas,DataFrame,pandas.DataFrame.align,"pandas.DataFrame.align#DataFrame.align(other,join='outer',axis=None,level=None,copy=None,fill_value=None,method=_NoDefault.no_default,limit=_NoDefault.no_default,fill_axis=_NoDefault.no_default,broadcast_axis=_NoDefault.no_default)[source]#Align two objects on their axes with the specified join method.Join method is specified for each axis Index.Parameters:otherDataFrame or Seriesjoin{eouterf, einnerf, eleftf, erightf}, default eouterfType of alignment to be performed.left: use only keys from left frame, preserve key order.right: use only keys from right frame, preserve key order.outer: use union of keys from both frames, sort keys lexicographically.inner: use intersection of keys from both frames,
preserve the order of the left keys.axisallowed axis of the other object, default NoneAlign on index (0), columns (1), or both (None).levelint or level name, default NoneBroadcast across a level, matching Index values on the
passed MultiIndex level.copybool, default TrueAlways returns new objects. If copy=False and no reindexing is
required then original objects are returned.fill_valuescalar, default np.nanValue to use for missing values. Defaults to NaN, but can be any
gcompatibleh value.method{ebackfillf, ebfillf, epadf, effillf, None}, default NoneMethod to use for filling holes in reindexed Series:pad / ffill: propagate last valid observation forward to next valid.backfill / bfill: use NEXT valid observation to fill gap.Deprecated since version 2.1.limitint, default NoneIf method is specified, this is the maximum number of consecutive
NaN values to forward/backward fill. In other words, if there is
a gap with more than this number of consecutive NaNs, it will only
be partially filled. If method is not specified, this is the
maximum number of entries along the entire axis where NaNs will be
filled. Must be greater than 0 if not None.Deprecated since version 2.1.fill_axis{0 or eindexf} for Series, {0 or eindexf, 1 or ecolumnsf} for DataFrame, default 0Filling axis, method and limit.Deprecated since version 2.1.broadcast_axis{0 or eindexf} for Series, {0 or eindexf, 1 or ecolumnsf} for DataFrame, default NoneBroadcast values along this axis, if aligning two objects of
different dimensions.Deprecated since version 2.1.Returns:tuple of (Series/DataFrame, type of other)Aligned objects.Examples>>>df=pd.DataFrame(...[[1,2,3,4],[6,7,8,9]],columns=[""D"",""B"",""E"",""A""],index=[1,2]...)>>>other=pd.DataFrame(...[[10,20,30,40],[60,70,80,90],[600,700,800,900]],...columns=[""A"",""B"",""C"",""D""],...index=[2,3,4],...)>>>dfD  B  E  A1  1  2  3  42  6  7  8  9>>>otherA    B    C    D2   10   20   30   403   60   70   80   904  600  700  800  900Align on columns:>>>left,right=df.align(other,join=""outer"",axis=1)>>>leftA  B   C  D  E1  4  2 NaN  1  32  9  7 NaN  6  8>>>rightA    B    C    D   E2   10   20   30   40 NaN3   60   70   80   90 NaN4  600  700  800  900 NaNWe can also align on the index:>>>left,right=df.align(other,join=""outer"",axis=0)>>>leftD    B    E    A1  1.0  2.0  3.0  4.02  6.0  7.0  8.0  9.03  NaN  NaN  NaN  NaN4  NaN  NaN  NaN  NaN>>>rightA      B      C      D1    NaN    NaN    NaN    NaN2   10.0   20.0   30.0   40.03   60.0   70.0   80.0   90.04  600.0  700.0  800.0  900.0Finally, the defaultaxis=Nonewill align on both index and columns:>>>left,right=df.align(other,join=""outer"",axis=None)>>>leftA    B   C    D    E1  4.0  2.0 NaN  1.0  3.02  9.0  7.0 NaN  6.0  8.03  NaN  NaN NaN  NaN  NaN4  NaN  NaN NaN  NaN  NaN>>>rightA      B      C      D   E1    NaN    NaN    NaN    NaN NaN2   10.0   20.0   30.0   40.0 NaN3   60.0   70.0   80.0   90.0 NaN4  600.0  700.0  800.0  900.0 NaN"
Pandas,DataFrame,pandas.DataFrame.at_time,"pandas.DataFrame.at_time#DataFrame.at_time(time,asof=False,axis=None)[source]#Select values at particular time of day (e.g., 9:30AM).Parameters:timedatetime.time or strThe values to select.axis{0 or eindexf, 1 or ecolumnsf}, default 0ForSeriesthis parameter is unused and defaults to 0.Returns:Series or DataFrameRaises:TypeErrorIf the index is not aDatetimeIndexSee alsobetween_timeSelect values between particular times of the day.firstSelect initial periods of time series based on a date offset.lastSelect final periods of time series based on a date offset.DatetimeIndex.indexer_at_timeGet just the index locations for values at particular time of the day.Examples>>>i=pd.date_range('2018-04-09',periods=4,freq='12H')>>>ts=pd.DataFrame({'A':[1,2,3,4]},index=i)>>>tsA2018-04-09 00:00:00  12018-04-09 12:00:00  22018-04-10 00:00:00  32018-04-10 12:00:00  4>>>ts.at_time('12:00')A2018-04-09 12:00:00  22018-04-10 12:00:00  4"
Pandas,DataFrame,pandas.DataFrame.between_time,"pandas.DataFrame.between_time#DataFrame.between_time(start_time,end_time,inclusive='both',axis=None)[source]#Select values between particular times of the day (e.g., 9:00-9:30 AM).By settingstart_timeto be later thanend_time,
you can get the times that arenotbetween the two times.Parameters:start_timedatetime.time or strInitial time as a time filter limit.end_timedatetime.time or strEnd time as a time filter limit.inclusive{gbothh, gneitherh, glefth, grighth}, default gbothhInclude boundaries; whether to set each bound as closed or open.axis{0 or eindexf, 1 or ecolumnsf}, default 0Determine range time on index or columns value.
ForSeriesthis parameter is unused and defaults to 0.Returns:Series or DataFrameData from the original object filtered to the specified dates range.Raises:TypeErrorIf the index is not aDatetimeIndexSee alsoat_timeSelect values at a particular time of the day.firstSelect initial periods of time series based on a date offset.lastSelect final periods of time series based on a date offset.DatetimeIndex.indexer_between_timeGet just the index locations for values between particular times of the day.Examples>>>i=pd.date_range('2018-04-09',periods=4,freq='1D20min')>>>ts=pd.DataFrame({'A':[1,2,3,4]},index=i)>>>tsA2018-04-09 00:00:00  12018-04-10 00:20:00  22018-04-11 00:40:00  32018-04-12 01:00:00  4>>>ts.between_time('0:15','0:45')A2018-04-10 00:20:00  22018-04-11 00:40:00  3You get the times that arenotbetween two times by settingstart_timelater thanend_time:>>>ts.between_time('0:45','0:15')A2018-04-09 00:00:00  12018-04-12 01:00:00  4"
Pandas,DataFrame,pandas.DataFrame.drop,"pandas.DataFrame.drop#DataFrame.drop(labels=None,*,axis=0,index=None,columns=None,level=None,inplace=False,errors='raise')[source]#Drop specified labels from rows or columns.Remove rows or columns by specifying label names and corresponding
axis, or by directly specifying index or column names. When using a
multi-index, labels on different levels can be removed by specifying
the level. See theuser guidefor more information about the now unused levels.Parameters:labelssingle label or list-likeIndex or column labels to drop. A tuple will be used as a single
label and not treated as a list-like.axis{0 or eindexf, 1 or ecolumnsf}, default 0Whether to drop labels from the index (0 or eindexf) or
columns (1 or ecolumnsf).indexsingle label or list-likeAlternative to specifying axis (labels,axis=0is equivalent toindex=labels).columnssingle label or list-likeAlternative to specifying axis (labels,axis=1is equivalent tocolumns=labels).levelint or level name, optionalFor MultiIndex, level from which the labels will be removed.inplacebool, default FalseIf False, return a copy. Otherwise, do operation
in place and return None.errors{eignoref, eraisef}, default eraisefIf eignoref, suppress error and only existing labels are
dropped.Returns:DataFrame or NoneReturns DataFrame or None DataFrame with the specified
index or column labels removed or None if inplace=True.Raises:KeyErrorIf any of the labels is not found in the selected axis.See alsoDataFrame.locLabel-location based indexer for selection by label.DataFrame.dropnaReturn DataFrame with labels on given axis omitted where (all or any) data are missing.DataFrame.drop_duplicatesReturn DataFrame with duplicate rows removed, optionally only considering certain columns.Series.dropReturn Series with specified index labels removed.Examples>>>df=pd.DataFrame(np.arange(12).reshape(3,4),...columns=['A','B','C','D'])>>>dfA  B   C   D0  0  1   2   31  4  5   6   72  8  9  10  11Drop columns>>>df.drop(['B','C'],axis=1)A   D0  0   31  4   72  8  11>>>df.drop(columns=['B','C'])A   D0  0   31  4   72  8  11Drop a row by index>>>df.drop([0,1])A  B   C   D2  8  9  10  11Drop columns and/or rows of MultiIndex DataFrame>>>midx=pd.MultiIndex(levels=[['llama','cow','falcon'],...['speed','weight','length']],...codes=[[0,0,0,1,1,1,2,2,2],...[0,1,2,0,1,2,0,1,2]])>>>df=pd.DataFrame(index=midx,columns=['big','small'],...data=[[45,30],[200,100],[1.5,1],[30,20],...[250,150],[1.5,0.8],[320,250],...[1,0.8],[0.3,0.2]])>>>dfbig     smallllama   speed   45.0    30.0weight  200.0   100.0length  1.5     1.0cow     speed   30.0    20.0weight  250.0   150.0length  1.5     0.8falcon  speed   320.0   250.0weight  1.0     0.8length  0.3     0.2Drop a specific index combination from the MultiIndex
DataFrame, i.e., drop the combination'falcon'and'weight', which deletes only the corresponding row>>>df.drop(index=('falcon','weight'))big     smallllama   speed   45.0    30.0weight  200.0   100.0length  1.5     1.0cow     speed   30.0    20.0weight  250.0   150.0length  1.5     0.8falcon  speed   320.0   250.0length  0.3     0.2>>>df.drop(index='cow',columns='small')bigllama   speed   45.0weight  200.0length  1.5falcon  speed   320.0weight  1.0length  0.3>>>df.drop(index='length',level=1)big     smallllama   speed   45.0    30.0weight  200.0   100.0cow     speed   30.0    20.0weight  250.0   150.0falcon  speed   320.0   250.0weight  1.0     0.8"
Pandas,DataFrame,pandas.DataFrame.drop_duplicates,"pandas.DataFrame.drop_duplicates#DataFrame.drop_duplicates(subset=None,*,keep='first',inplace=False,ignore_index=False)[source]#Return DataFrame with duplicate rows removed.Considering certain columns is optional. Indexes, including time indexes
are ignored.Parameters:subsetcolumn label or sequence of labels, optionalOnly consider certain columns for identifying duplicates, by
default use all of the columns.keep{efirstf, elastf,False}, default efirstfDetermines which duplicates (if any) to keep.efirstf : Drop duplicates except for the first occurrence.elastf : Drop duplicates except for the last occurrence.False: Drop all duplicates.inplacebool, defaultFalseWhether to modify the DataFrame rather than creating a new one.ignore_indexbool, defaultFalseIfTrue, the resulting axis will be labeled 0, 1, c, n - 1.Returns:DataFrame or NoneDataFrame with duplicates removed or None ifinplace=True.See alsoDataFrame.value_countsCount unique combinations of columns.ExamplesConsider dataset containing ramen rating.>>>df=pd.DataFrame({...'brand':['Yum Yum','Yum Yum','Indomie','Indomie','Indomie'],...'style':['cup','cup','cup','pack','pack'],...'rating':[4,4,3.5,15,5]...})>>>dfbrand style  rating0  Yum Yum   cup     4.01  Yum Yum   cup     4.02  Indomie   cup     3.53  Indomie  pack    15.04  Indomie  pack     5.0By default, it removes duplicate rows based on all columns.>>>df.drop_duplicates()brand style  rating0  Yum Yum   cup     4.02  Indomie   cup     3.53  Indomie  pack    15.04  Indomie  pack     5.0To remove duplicates on specific column(s), usesubset.>>>df.drop_duplicates(subset=['brand'])brand style  rating0  Yum Yum   cup     4.02  Indomie   cup     3.5To remove duplicates and keep last occurrences, usekeep.>>>df.drop_duplicates(subset=['brand','style'],keep='last')brand style  rating1  Yum Yum   cup     4.02  Indomie   cup     3.54  Indomie  pack     5.0"
Pandas,DataFrame,pandas.DataFrame.duplicated,"pandas.DataFrame.duplicated#DataFrame.duplicated(subset=None,keep='first')[source]#Return boolean Series denoting duplicate rows.Considering certain columns is optional.Parameters:subsetcolumn label or sequence of labels, optionalOnly consider certain columns for identifying duplicates, by
default use all of the columns.keep{efirstf, elastf, False}, default efirstfDetermines which duplicates (if any) to mark.first: Mark duplicates asTrueexcept for the first occurrence.last: Mark duplicates asTrueexcept for the last occurrence.False : Mark all duplicates asTrue.Returns:SeriesBoolean series for each duplicated rows.See alsoIndex.duplicatedEquivalent method on index.Series.duplicatedEquivalent method on Series.Series.drop_duplicatesRemove duplicate values from Series.DataFrame.drop_duplicatesRemove duplicate values from DataFrame.ExamplesConsider dataset containing ramen rating.>>>df=pd.DataFrame({...'brand':['Yum Yum','Yum Yum','Indomie','Indomie','Indomie'],...'style':['cup','cup','cup','pack','pack'],...'rating':[4,4,3.5,15,5]...})>>>dfbrand style  rating0  Yum Yum   cup     4.01  Yum Yum   cup     4.02  Indomie   cup     3.53  Indomie  pack    15.04  Indomie  pack     5.0By default, for each set of duplicated values, the first occurrence
is set on False and all others on True.>>>df.duplicated()0    False1     True2    False3    False4    Falsedtype: boolBy using elastf, the last occurrence of each set of duplicated values
is set on False and all others on True.>>>df.duplicated(keep='last')0     True1    False2    False3    False4    Falsedtype: boolBy settingkeepon False, all duplicates are True.>>>df.duplicated(keep=False)0     True1     True2    False3    False4    Falsedtype: boolTo find duplicates on specific column(s), usesubset.>>>df.duplicated(subset=['brand'])0    False1     True2    False3     True4     Truedtype: bool"
Pandas,DataFrame,pandas.DataFrame.equals,"pandas.DataFrame.equals#DataFrame.equals(other)[source]#Test whether two objects contain the same elements.This function allows two Series or DataFrames to be compared against
each other to see if they have the same shape and elements. NaNs in
the same location are considered equal.The row/column index do not need to have the same type, as long
as the values are considered equal. Corresponding columns must be of
the same dtype.Parameters:otherSeries or DataFrameThe other Series or DataFrame to be compared with the first.Returns:boolTrue if all elements are the same in both objects, False
otherwise.See alsoSeries.eqCompare two Series objects of the same length and return a Series where each element is True if the element in each Series is equal, False otherwise.DataFrame.eqCompare two DataFrame objects of the same shape and return a DataFrame where each element is True if the respective element in each DataFrame is equal, False otherwise.testing.assert_series_equalRaises an AssertionError if left and right are not equal. Provides an easy interface to ignore inequality in dtypes, indexes and precision among others.testing.assert_frame_equalLike assert_series_equal, but targets DataFrames.numpy.array_equalReturn True if two arrays have the same shape and elements, False otherwise.Examples>>>df=pd.DataFrame({1:[10],2:[20]})>>>df1   20  10  20DataFrames df and exactly_equal have the same types and values for
their elements and column labels, which will return True.>>>exactly_equal=pd.DataFrame({1:[10],2:[20]})>>>exactly_equal1   20  10  20>>>df.equals(exactly_equal)TrueDataFrames df and different_column_type have the same element
types and values, but have different types for the column labels,
which will still return True.>>>different_column_type=pd.DataFrame({1.0:[10],2.0:[20]})>>>different_column_type1.0  2.00   10   20>>>df.equals(different_column_type)TrueDataFrames df and different_data_type have different types for the
same values for their elements, and will return False even though
their column labels are the same values and types.>>>different_data_type=pd.DataFrame({1:[10.0],2:[20.0]})>>>different_data_type1     20  10.0  20.0>>>df.equals(different_data_type)False"
Pandas,DataFrame,pandas.DataFrame.filter,"pandas.DataFrame.filter#DataFrame.filter(items=None,like=None,regex=None,axis=None)[source]#Subset the dataframe rows or columns according to the specified index labels.Note that this routine does not filter a dataframe on its
contents. The filter is applied to the labels of the index.Parameters:itemslist-likeKeep labels from axis which are in items.likestrKeep labels from axis for which glike in label == Trueh.regexstr (regular expression)Keep labels from axis for which re.search(regex, label) == True.axis{0 or eindexf, 1 or ecolumnsf, None}, default NoneThe axis to filter on, expressed either as an index (int)
or axis name (str). By default this is the info axis, ecolumnsf for
DataFrame. ForSeriesthis parameter is unused and defaults toNone.Returns:same type as input objectSee alsoDataFrame.locAccess a group of rows and columns by label(s) or a boolean array.NotesTheitems,like, andregexparameters are
enforced to be mutually exclusive.axisdefaults to the info axis that is used when indexing
with[].Examples>>>df=pd.DataFrame(np.array(([1,2,3],[4,5,6])),...index=['mouse','rabbit'],...columns=['one','two','three'])>>>dfone  two  threemouse     1    2      3rabbit    4    5      6>>># select columns by name>>>df.filter(items=['one','three'])one  threemouse     1      3rabbit    4      6>>># select columns by regular expression>>>df.filter(regex='e$',axis=1)one  threemouse     1      3rabbit    4      6>>># select rows containing 'bbi'>>>df.filter(like='bbi',axis=0)one  two  threerabbit    4    5      6"
Pandas,DataFrame,pandas.DataFrame.first,"pandas.DataFrame.first#DataFrame.first(offset)[source]#Select initial periods of time series data based on a date offset.Deprecated since version 2.1:first()is deprecated and will be removed in a future version.
Please create a mask and filter using.locinstead.For a DataFrame with a sorted DatetimeIndex, this function can
select the first few rows based on a date offset.Parameters:offsetstr, DateOffset or dateutil.relativedeltaThe offset length of the data that will be selected. For instance,
e1Mf will display all the rows having their index within the first month.Returns:Series or DataFrameA subset of the caller.Raises:TypeErrorIf the index is not aDatetimeIndexSee alsolastSelect final periods of time series based on a date offset.at_timeSelect values at a particular time of the day.between_timeSelect values between particular times of the day.Examples>>>i=pd.date_range('2018-04-09',periods=4,freq='2D')>>>ts=pd.DataFrame({'A':[1,2,3,4]},index=i)>>>tsA2018-04-09  12018-04-11  22018-04-13  32018-04-15  4Get the rows for the first 3 days:>>>ts.first('3D')A2018-04-09  12018-04-11  2Notice the data for 3 first calendar days were returned, not the first
3 days observed in the dataset, and therefore data for 2018-04-13 was
not returned."
Pandas,DataFrame,pandas.DataFrame.head,"pandas.DataFrame.head#DataFrame.head(n=5)[source]#Return the firstnrows.This function returns the firstnrows for the object based
on position. It is useful for quickly testing if your object
has the right type of data in it.For negative values ofn, this function returns all rows except
the last|n|rows, equivalent todf[:n].If n is larger than the number of rows, this function returns all rows.Parameters:nint, default 5Number of rows to select.Returns:same type as callerThe firstnrows of the caller object.See alsoDataFrame.tailReturns the lastnrows.Examples>>>df=pd.DataFrame({'animal':['alligator','bee','falcon','lion',...'monkey','parrot','shark','whale','zebra']})>>>dfanimal0  alligator1        bee2     falcon3       lion4     monkey5     parrot6      shark7      whale8      zebraViewing the first 5 lines>>>df.head()animal0  alligator1        bee2     falcon3       lion4     monkeyViewing the firstnlines (three in this case)>>>df.head(3)animal0  alligator1        bee2     falconFor negative values ofn>>>df.head(-3)animal0  alligator1        bee2     falcon3       lion4     monkey5     parrot"
Pandas,DataFrame,pandas.DataFrame.idxmax,"pandas.DataFrame.idxmax#DataFrame.idxmax(axis=0,skipna=True,numeric_only=False)[source]#Return index of first occurrence of maximum over requested axis.NA/null values are excluded.Parameters:axis{0 or eindexf, 1 or ecolumnsf}, default 0The axis to use. 0 or eindexf for row-wise, 1 or ecolumnsf for column-wise.skipnabool, default TrueExclude NA/null values. If an entire row/column is NA, the result
will be NA.numeric_onlybool, default FalseInclude onlyfloat,intorbooleandata.New in version 1.5.0.Returns:SeriesIndexes of maxima along the specified axis.Raises:ValueErrorIf the row/column is emptySee alsoSeries.idxmaxReturn index of the maximum element.NotesThis method is the DataFrame version ofndarray.argmax.ExamplesConsider a dataset containing food consumption in Argentina.>>>df=pd.DataFrame({'consumption':[10.51,103.11,55.48],...'co2_emissions':[37.2,19.66,1712]},...index=['Pork','Wheat Products','Beef'])>>>dfconsumption  co2_emissionsPork                  10.51         37.20Wheat Products       103.11         19.66Beef                  55.48       1712.00By default, it returns the index for the maximum value in each column.>>>df.idxmax()consumption     Wheat Productsco2_emissions             Beefdtype: objectTo return the index for the maximum value in each row, useaxis=""columns"".>>>df.idxmax(axis=""columns"")Pork              co2_emissionsWheat Products     consumptionBeef              co2_emissionsdtype: object"
Pandas,DataFrame,pandas.DataFrame.idxmin,"pandas.DataFrame.idxmin#DataFrame.idxmin(axis=0,skipna=True,numeric_only=False)[source]#Return index of first occurrence of minimum over requested axis.NA/null values are excluded.Parameters:axis{0 or eindexf, 1 or ecolumnsf}, default 0The axis to use. 0 or eindexf for row-wise, 1 or ecolumnsf for column-wise.skipnabool, default TrueExclude NA/null values. If an entire row/column is NA, the result
will be NA.numeric_onlybool, default FalseInclude onlyfloat,intorbooleandata.New in version 1.5.0.Returns:SeriesIndexes of minima along the specified axis.Raises:ValueErrorIf the row/column is emptySee alsoSeries.idxminReturn index of the minimum element.NotesThis method is the DataFrame version ofndarray.argmin.ExamplesConsider a dataset containing food consumption in Argentina.>>>df=pd.DataFrame({'consumption':[10.51,103.11,55.48],...'co2_emissions':[37.2,19.66,1712]},...index=['Pork','Wheat Products','Beef'])>>>dfconsumption  co2_emissionsPork                  10.51         37.20Wheat Products       103.11         19.66Beef                  55.48       1712.00By default, it returns the index for the minimum value in each column.>>>df.idxmin()consumption                Porkco2_emissions    Wheat Productsdtype: objectTo return the index for the minimum value in each row, useaxis=""columns"".>>>df.idxmin(axis=""columns"")Pork                consumptionWheat Products    co2_emissionsBeef                consumptiondtype: object"
Pandas,DataFrame,pandas.DataFrame.last,"pandas.DataFrame.last#DataFrame.last(offset)[source]#Select final periods of time series data based on a date offset.Deprecated since version 2.1:last()is deprecated and will be removed in a future version.
Please create a mask and filter using.locinstead.For a DataFrame with a sorted DatetimeIndex, this function
selects the last few rows based on a date offset.Parameters:offsetstr, DateOffset, dateutil.relativedeltaThe offset length of the data that will be selected. For instance,
e3Df will display all the rows having their index within the last 3 days.Returns:Series or DataFrameA subset of the caller.Raises:TypeErrorIf the index is not aDatetimeIndexSee alsofirstSelect initial periods of time series based on a date offset.at_timeSelect values at a particular time of the day.between_timeSelect values between particular times of the day.NotesDeprecated since version 2.1.0:Please create a mask and filter using.locinsteadExamples>>>i=pd.date_range('2018-04-09',periods=4,freq='2D')>>>ts=pd.DataFrame({'A':[1,2,3,4]},index=i)>>>tsA2018-04-09  12018-04-11  22018-04-13  32018-04-15  4Get the rows for the last 3 days:>>>ts.last('3D')A2018-04-13  32018-04-15  4Notice the data for 3 last calendar days were returned, not the last
3 observed days in the dataset, and therefore data for 2018-04-11 was
not returned."
